CustomerID;Age;MonthlyIncome;TotalDebt;CreditLimit;PaymentHistory;NumberOfCreditCards;YearsWithCompany;AverageMonthlyBalance;CreditStatus
8718;21;5469;8490;17355;On Time;1;8;3135;Good
8719;32;3663;5936;19690;Late;3;12;4374;Bad
8720;41;5083;5235;11070;On Time;5;2;2095;Good
8721;42;7725;14215;27710;On Time;3;16;3897;Good
8722;18;7021;11043;7335;On Time;2;15;1855;Good
8723;24;6363;19233;10741;On Time;4;9;3096;Bad
8724;48;6193;14860;16169;On Time;2;15;3050;Good
8725;29;6049;6343;26234;On Time;1;3;3142;Good
8726;59;6738;14201;12187;On Time;4;11;3055;Good
8727;22;4315;8474;9671;On Time;1;19;864;Good
8728;61;2967;16084;17746;On Time;4;15;2637;Bad
8729;67;5103;7568;13757;On Time;3;1;2967;Good
8730;59;3773;4737;18326;On Time;1;7;2540;Bad
8731;55;3417;6021;14646;On Time;1;4;1476;Bad
8732;29;3919;6276;10714;Late;2;1;2687;Bad
8733;56;8727;5798;26744;On Time;5;11;3659;Good
8734;35;5204;7136;5000;On Time;1;19;4539;Good
8735;19;5542;14283;24101;On Time;4;12;2892;Good
8736;27;3166;18980;19666;On Time;2;8;2800;Bad
8737;32;2234;3349;11272;Late;5;13;2257;Bad
8738;47;3771;16317;24362;On Time;1;5;4583;Bad
8739;61;7157;7611;8142;On Time;3;1;2304;Good
8740;34;5501;11739;20040;On Time;2;18;2693;Good
8741;21;5897;1729;5000;Late;3;2;3475;Bad
8742;24;6107;12620;9270;On Time;4;9;3976;Good
8743;58;4112;0;9258;On Time;2;13;2507;Good
8744;48;7081;11569;11246;On Time;2;13;2821;Good
8745;68;4050;11286;15057;Late;2;15;2784;Bad
8746;56;7109;10955;10870;On Time;5;9;1660;Good
8747;51;5663;6325;5000;Late;5;15;3450;Bad
8748;23;2316;12747;17317;On Time;1;7;2404;Bad
8749;67;3877;11955;15244;On Time;3;11;2571;Bad
8750;55;2322;8950;17044;On Time;1;5;3340;Bad
8751;62;6744;13359;15859;On Time;3;9;3095;Good
8752;68;4962;9521;19771;On Time;1;14;4773;Good
8753;51;1657;12643;14622;On Time;2;19;4770;Bad
8754;61;5563;9370;20062;On Time;2;15;4457;Good
8755;32;4194;11083;11121;Late;3;16;5013;Bad
8756;31;2774;12873;11406;On Time;2;15;4610;Bad
8757;23;7516;8010;21880;On Time;1;15;1358;Good
8758;67;5160;3830;21778;On Time;5;4;3553;Good
8759;54;4559;11380;17868;On Time;4;19;3319;Good
8760;67;4400;15946;10554;On Time;1;19;3275;Bad
8761;49;2730;11495;10151;On Time;3;5;2520;Bad
8762;20;3043;11590;21640;On Time;2;2;1252;Bad
8763;20;6927;9789;21363;On Time;4;1;2450;Good
8764;39;4289;13695;14682;On Time;4;9;2325;Good
8765;39;5033;9070;26709;On Time;2;8;3695;Good
8766;27;1933;7730;17294;On Time;1;12;2716;Bad
8767;68;3022;15526;9464;On Time;2;3;4241;Bad
8768;20;5914;7347;13621;On Time;5;8;4781;Good
8769;29;5566;14447;15027;On Time;3;18;2178;Good
8770;46;7630;15529;15431;On Time;2;9;1943;Bad
8771;65;7014;12834;21250;On Time;1;4;3490;Good
8772;34;4653;3753;10218;On Time;5;16;3606;Good
8773;24;5709;10135;8342;On Time;5;18;3110;Good
8774;30;4525;8990;18011;On Time;1;10;1840;Good
8775;19;8082;7520;12465;On Time;3;17;3337;Good
8776;21;6723;10713;27117;On Time;4;8;2785;Good
8777;27;5254;13846;19716;Late;5;2;3698;Bad
8778;56;5300;7707;12373;On Time;1;10;2774;Good
8779;41;7167;9143;21064;On Time;5;12;3829;Good
8780;34;5869;8794;18652;On Time;4;7;3834;Good
8781;69;7337;15819;18168;On Time;1;7;2416;Bad
8782;23;1709;8714;14388;On Time;5;13;3741;Bad
8783;36;5691;3827;17102;On Time;1;19;3525;Good
8784;22;4226;2132;5000;On Time;1;10;2833;Good
8785;49;7634;11813;21585;On Time;4;6;4196;Good
8786;27;7319;6196;5000;On Time;1;13;1724;Good
8787;26;5049;13343;12789;On Time;3;18;2568;Good
8788;44;7303;3343;7021;On Time;5;16;4165;Good
8789;30;7674;7305;12495;On Time;2;7;3181;Good
8790;36;5111;3347;14629;On Time;3;8;2863;Good
8791;38;8707;12173;9016;On Time;3;8;2729;Good
8792;41;4952;13244;5000;On Time;1;16;2204;Good
8793;55;4678;11693;16035;On Time;3;8;4382;Good
8794;21;6298;4570;25432;On Time;3;15;3184;Good
8795;41;4469;6271;13243;On Time;3;8;3034;Good
8796;52;5128;11171;19796;On Time;1;6;4101;Good
8797;20;7114;1561;22521;On Time;3;1;4115;Good
8798;21;5028;8794;5499;On Time;2;16;3231;Good
8799;54;2457;17584;12713;Late;3;13;5469;Bad
8800;57;5550;9100;8618;On Time;1;4;1621;Good
8801;65;3955;2557;10968;On Time;1;18;4657;Bad
8802;52;6297;6962;23510;On Time;4;7;3486;Good
8803;48;6044;6846;16118;On Time;4;1;3762;Good
8804;61;7207;20701;18944;On Time;2;5;1772;Bad
8805;42;6361;18328;14780;On Time;5;8;2006;Bad
8806;57;6635;13654;8947;Late;4;4;2897;Bad
8807;30;3996;8284;18390;On Time;3;7;3334;Bad
8808;21;6205;16003;21262;On Time;1;16;3325;Bad
8809;63;7952;4332;16586;On Time;4;5;2841;Good
8810;31;3967;15382;17445;On Time;1;17;2368;Bad
8811;30;7699;14639;8825;On Time;3;11;3135;Good
8812;44;4175;9243;18534;On Time;1;18;1188;Good
8813;23;3722;15695;21730;On Time;1;5;5148;Bad
8814;34;5444;7763;17022;On Time;4;3;2846;Good
8815;53;6073;3674;6016;On Time;1;3;2208;Good
8816;57;6367;14889;23178;On Time;3;12;2281;Good
8817;66;3557;9573;10275;On Time;2;15;1879;Bad
8818;52;5651;13008;16938;On Time;1;9;4040;Good
8819;34;3971;19104;19764;On Time;1;14;3516;Bad
8820;58;2766;6388;20398;On Time;3;8;2878;Bad
8821;19;3606;9283;5999;On Time;5;18;2856;Bad
8822;30;3873;17848;15586;On Time;3;10;2600;Bad
8823;69;5782;13343;15255;On Time;4;17;974;Good
8824;19;6728;6501;22195;On Time;4;15;3781;Good
8825;69;2790;5224;17293;On Time;2;2;3005;Bad
8826;45;5527;7359;22240;Late;1;3;3598;Bad
8827;60;3234;6307;17699;On Time;2;9;3907;Bad
8828;43;5943;11186;14629;On Time;2;19;4049;Good
8829;39;4065;10392;15969;On Time;1;17;3151;Good
8830;64;3423;11396;22617;On Time;1;2;3139;Bad
8831;60;6199;5795;8515;Late;3;6;4119;Bad
8832;20;4119;9645;19529;On Time;2;11;2896;Good
8833;52;4526;0;11861;On Time;2;11;4317;Good
8834;29;1670;10725;10787;On Time;4;9;4086;Bad
8835;41;6419;15877;20117;On Time;2;16;2467;Bad
8836;22;6231;2876;10584;On Time;3;14;2316;Good
8837;37;5008;12417;16885;On Time;5;11;1885;Good
8838;56;2708;6944;12555;On Time;2;10;3892;Bad
8839;56;6814;14012;5000;On Time;3;2;319;Good
8840;30;4000;10793;17388;On Time;3;7;339;Bad
8841;58;4319;12023;15631;On Time;5;1;3376;Good
8842;62;8468;10324;5449;Late;3;5;1495;Bad
8843;29;3944;16641;11507;On Time;4;15;1949;Bad
8844;30;6113;11737;5965;On Time;5;11;3180;Good
8845;27;5843;6472;18658;On Time;4;18;1483;Good
8846;50;5585;10493;21939;On Time;2;9;1656;Good
8847;57;5423;8155;19247;On Time;2;1;4583;Good
8848;33;5564;10811;19945;Late;3;6;3394;Bad
8849;62;5407;7901;12410;On Time;3;10;3932;Good
8850;52;4922;6615;17734;On Time;5;4;2405;Good
8851;20;7266;10996;14954;On Time;2;18;4720;Good
8852;22;3031;10278;15926;On Time;1;12;0;Bad
8853;43;6532;15319;19787;On Time;3;9;1388;Bad
8854;28;6233;7925;20877;On Time;5;17;1275;Good
8855;24;6047;95;13051;On Time;3;17;2082;Good
8856;27;6675;8180;7961;On Time;5;14;4178;Good
8857;59;4861;1867;14062;Late;2;9;4962;Bad
8858;69;2196;12078;13903;On Time;3;19;3141;Bad
8859;51;4891;1630;16422;On Time;3;13;3559;Good
8860;20;3513;5058;19164;On Time;1;3;589;Bad
8861;25;3902;8188;5427;On Time;2;18;3510;Bad
8862;48;3136;17719;11645;On Time;5;9;2335;Bad
8863;28;4283;4635;10180;On Time;1;16;1917;Good
8864;62;4105;10062;21254;On Time;5;18;2569;Good
8865;24;1433;12899;13958;Late;3;7;2828;Bad
8866;62;6050;17420;12435;On Time;4;18;4286;Bad
8867;19;8330;13888;17691;On Time;3;14;1414;Good
8868;23;5909;15469;12034;On Time;2;10;1962;Bad
8869;58;4695;14321;14924;Late;5;10;4204;Bad
8870;49;4917;3954;24070;On Time;1;6;1750;Good
8871;37;4368;11798;23931;On Time;3;3;1125;Good
8872;51;5135;14243;12963;On Time;5;17;5354;Good
8873;67;4944;5217;14088;On Time;1;2;1875;Good
8874;33;3738;7101;11904;On Time;3;7;2833;Bad
8875;42;7524;5984;5370;Late;4;12;2776;Bad
8876;29;2769;13863;20180;On Time;4;1;4383;Bad
8877;24;6077;9653;27106;On Time;3;5;3079;Good
8878;56;4848;8395;12782;On Time;2;13;3316;Good
8879;34;7851;3591;10916;On Time;4;19;3740;Good
8880;62;5511;9663;13635;On Time;5;6;3841;Good
8881;28;4460;7162;15425;Late;2;5;3934;Bad
8882;23;4628;11216;9322;On Time;2;5;4368;Good
8883;40;5059;4285;12707;Late;3;18;2318;Bad
8884;44;3285;10889;20074;On Time;5;10;2043;Bad
8885;63;3849;7805;15636;On Time;5;19;2529;Bad
8886;23;2322;3753;21351;Late;1;2;2240;Bad
8887;55;3615;3363;16823;On Time;4;11;3796;Bad
8888;19;5140;4114;9555;On Time;4;1;938;Good
8889;39;5450;8968;12119;On Time;2;6;4303;Good
8890;37;2031;10604;16242;On Time;2;14;3473;Bad
8891;42;4794;11349;9387;On Time;3;3;1331;Good
8892;32;5845;11537;8738;On Time;5;7;3034;Good
8893;66;4755;6207;9038;Late;4;15;3333;Bad
8894;46;4049;15292;17579;On Time;1;19;3889;Bad
8895;25;4381;7788;13168;On Time;4;7;2947;Good
8896;54;4188;12250;20912;On Time;4;3;2998;Good
8897;66;4044;9179;10517;On Time;4;11;2876;Good
8898;69;5260;11878;5000;On Time;2;5;4135;Good
8899;50;8461;8928;14346;On Time;5;14;4887;Good
8900;39;3884;11968;23237;On Time;5;3;3298;Bad
8901;67;4522;9963;15172;On Time;4;4;2411;Good
8902;64;4922;14069;8139;On Time;5;5;3382;Good
8903;22;3968;5906;6878;On Time;3;4;4880;Bad
8904;56;6647;1150;20989;On Time;2;4;3008;Good
8905;35;1443;5133;10962;On Time;2;2;2294;Bad
8906;55;4203;15344;22708;On Time;5;5;4601;Bad
8907;54;6227;9227;18270;On Time;4;3;3233;Good
8908;47;4558;10460;11152;On Time;4;14;3103;Good
8909;68;3768;4731;20835;Late;4;4;1520;Bad
8910;48;5661;10327;10380;On Time;5;16;3116;Good
8911;27;6359;4885;7763;On Time;4;4;3874;Good
8912;32;5315;5621;10666;On Time;5;6;2501;Good
8913;59;3798;7987;18843;On Time;1;19;2769;Bad
8914;65;5684;12225;20689;On Time;5;17;3041;Good
8915;61;4396;12759;13019;On Time;3;4;3073;Good
8916;35;6117;12895;5658;On Time;4;12;3204;Good
8917;40;7224;2059;7216;On Time;4;7;4749;Good
8918;50;1091;9966;9661;On Time;2;16;2527;Bad
8919;33;5166;9016;8530;On Time;5;14;2341;Good
8920;55;2396;2339;16327;On Time;1;13;2187;Bad
8921;52;8662;10079;24690;On Time;4;11;2678;Good
8922;51;4297;8747;18978;On Time;2;11;1913;Good
8923;45;6119;12557;9358;On Time;5;1;2777;Good
8924;19;4947;10406;11528;On Time;2;8;3806;Good
8925;47;3795;7253;12503;On Time;1;13;4010;Bad
8926;30;3616;14628;16946;On Time;5;4;1948;Bad
8927;58;7378;0;22856;On Time;4;19;2628;Good
8928;33;6433;9678;12662;Late;5;6;3536;Bad
8929;22;7915;1183;22693;Late;4;3;2398;Bad
8930;45;5083;5439;25519;On Time;3;9;3949;Good
8931;56;5431;12624;13250;On Time;4;19;2824;Good
8932;62;4599;3629;13121;On Time;2;7;1364;Good
8933;37;4569;2881;13196;On Time;1;11;3371;Good
8934;41;3437;21909;15312;Late;5;15;3784;Bad
8935;44;5126;3203;13209;On Time;3;15;2129;Good
8936;47;3816;18252;19420;On Time;3;17;2485;Bad
8937;62;5662;9138;7255;On Time;3;15;2383;Good
8938;44;5255;7375;12326;On Time;2;12;3308;Good
8939;43;5431;12833;16645;On Time;4;19;2187;Good
8940;24;7512;16682;19350;On Time;3;3;2824;Bad
8941;59;4943;4269;25976;On Time;1;2;1937;Good
8942;64;6135;7448;8554;On Time;1;1;2786;Good
8943;55;8077;14234;11739;On Time;5;4;2947;Good
8944;22;6959;11439;5000;Late;1;7;2509;Bad
8945;40;6729;15509;9450;On Time;4;12;1257;Bad
8946;45;4539;12575;6155;On Time;4;17;4944;Good
8947;51;5344;19041;12393;On Time;3;3;3380;Bad
8948;32;3022;10892;13858;Late;4;17;2374;Bad
8949;49;5748;11109;17347;On Time;4;17;3351;Good
8950;43;5411;11608;13507;On Time;3;10;3793;Good
8951;65;5035;9287;17349;On Time;5;15;3471;Good
8952;48;6540;14240;15570;Late;4;9;3710;Bad
8953;36;3188;11185;9833;On Time;4;17;4036;Bad
8954;26;7452;13940;6568;On Time;2;4;2187;Good
8955;46;6352;14722;17918;On Time;5;9;2677;Good
8956;68;4894;12142;23232;On Time;3;6;3078;Good
8957;56;4776;12508;27676;On Time;2;15;3403;Good
8958;21;5720;4948;19677;On Time;2;12;3311;Good
8959;20;7281;7248;22287;On Time;5;8;889;Good
8960;46;5152;14216;17307;On Time;4;9;5842;Good
8961;69;5216;17118;16510;On Time;3;9;4669;Bad
8962;28;5027;297;15555;Late;5;18;2445;Bad
8963;50;7673;7160;14470;On Time;2;2;3673;Good
8964;55;4446;10118;18035;On Time;1;10;2300;Good
8965;28;4955;5603;12397;On Time;3;4;1979;Good
8966;44;7195;5887;14262;On Time;1;6;2111;Good
8967;50;5220;12374;9110;On Time;4;12;2524;Good
8968;38;6705;17906;17374;On Time;5;13;3451;Bad
8969;56;3633;0;10204;On Time;4;17;3502;Bad
8970;48;4692;9147;15168;On Time;5;6;2788;Good
8971;55;7226;12316;17502;On Time;2;15;1393;Good
8972;63;3985;13901;17929;On Time;4;8;3443;Bad
8973;19;4773;11595;18857;On Time;1;4;4394;Good
8974;44;5385;18807;13933;On Time;2;4;2779;Bad
8975;53;3516;10144;17430;On Time;5;3;2934;Bad
8976;28;4379;16559;12566;On Time;2;16;5094;Bad
8977;64;5168;6768;5145;On Time;1;8;3873;Good
8978;35;5070;10289;17651;On Time;3;6;2061;Good
8979;18;6920;3936;16492;Late;5;13;1888;Bad
8980;52;7312;14504;20066;On Time;3;16;1772;Good
8981;52;3715;9397;14873;On Time;2;18;3379;Bad
8982;48;5166;11789;6984;On Time;4;9;4603;Good
8983;45;6011;8433;14541;On Time;5;2;3572;Good
8984;56;7274;12932;19432;On Time;2;6;2038;Good
8985;18;6077;11987;17380;Late;5;14;3855;Bad
8986;42;5436;5026;14266;On Time;1;17;2205;Good
8987;60;5999;5316;6682;On Time;2;15;5496;Good
8988;55;6010;9861;9869;On Time;4;5;2440;Good
8989;37;3608;13297;17386;On Time;5;2;1932;Bad
8990;20;5289;19314;6674;On Time;4;12;3305;Bad
8991;68;7188;11514;13408;On Time;4;5;3889;Good
8992;19;4688;15037;15192;On Time;1;1;3364;Bad
8993;35;5194;1935;20749;On Time;3;2;3326;Good
8994;61;4636;20064;18072;On Time;2;1;3676;Bad
8995;27;1529;13028;19814;On Time;3;11;3084;Bad
8996;22;5030;9751;16509;On Time;3;2;3403;Good
8997;26;5452;9176;10772;On Time;1;11;3800;Good
8998;19;4231;4464;11931;On Time;4;2;1775;Good
8999;51;3268;5893;10336;On Time;4;7;2752;Bad
9000;55;3679;19552;17953;On Time;2;7;3718;Bad
9001;48;6146;5054;11530;Late;1;7;1481;Bad
9002;27;7958;4958;13029;On Time;5;2;3349;Good
9003;67;7073;6488;15112;On Time;4;16;2516;Good
9004;29;2983;4009;23206;On Time;2;3;2749;Bad
9005;53;6281;10076;18285;On Time;5;2;3030;Good
9006;38;4005;15444;11135;On Time;3;5;1425;Bad
9007;66;4126;6947;15759;On Time;1;3;2434;Good
9008;64;4307;3133;23256;On Time;5;6;4313;Good
9009;23;6059;11459;18075;On Time;4;5;1038;Good
9010;65;6438;9721;7008;On Time;2;18;4612;Good
9011;66;4852;15013;10423;On Time;2;8;2425;Bad
9012;20;4878;7727;10040;On Time;1;13;2417;Good
9013;27;5696;8699;22203;On Time;3;2;3096;Good
9014;22;5851;9252;21281;Late;4;13;4440;Bad
9015;63;6764;10445;11874;Late;3;17;1656;Bad
9016;43;3073;8037;11767;On Time;1;6;2468;Bad
9017;38;5030;7226;15223;On Time;1;2;3735;Good
9018;62;3397;748;15373;On Time;3;12;3773;Bad
9019;43;4923;7173;10188;On Time;5;16;4806;Good
9020;55;4660;13576;13754;On Time;5;4;1914;Good
9021;61;4929;14251;7731;On Time;1;16;1820;Good
9022;43;3800;7644;21361;On Time;5;13;3831;Bad
9023;25;2769;16497;6198;On Time;5;14;2340;Bad
9024;22;1858;9856;6142;Late;2;9;3444;Bad
9025;32;4803;3310;17175;On Time;3;12;3711;Good
9026;33;4353;1738;8815;On Time;2;14;1361;Good
9027;18;3986;16091;12495;On Time;2;11;4837;Bad
9028;33;6983;8134;15315;On Time;1;10;3355;Good
9029;54;3710;3929;18376;On Time;1;7;2417;Bad
9030;20;7125;0;13894;Late;1;6;3107;Bad
9031;69;7435;8021;23895;On Time;2;17;3203;Good
9032;64;2073;12023;14997;On Time;4;13;3254;Bad
9033;48;5138;6511;20953;On Time;2;15;3877;Good
9034;30;4400;4733;16392;On Time;2;4;2433;Good
9035;33;632;7253;25656;On Time;2;3;3166;Bad
9036;60;2833;16215;20291;On Time;5;11;2695;Bad
9037;38;6162;3035;15217;On Time;5;2;3350;Good
9038;19;8028;6791;18144;On Time;1;11;3161;Good
9039;44;6354;16053;13695;Late;2;4;969;Bad
9040;55;5485;12470;13645;On Time;2;17;2338;Good
9041;43;4968;10895;8482;On Time;1;17;1197;Good
9042;55;7523;6757;10958;On Time;3;17;4778;Good
9043;63;8222;10152;25304;On Time;4;13;3924;Good
9044;42;4119;7310;8979;On Time;4;13;1742;Good
9045;28;2000;5703;11722;On Time;3;19;3839;Bad
9046;25;1852;4599;14531;On Time;1;3;2547;Bad
9047;25;6982;13920;14697;Late;3;10;3175;Bad
9048;50;4929;9697;16918;On Time;4;16;973;Good
9049;24;5274;11572;12654;On Time;3;1;3412;Good
9050;55;2314;10758;17226;On Time;2;5;3416;Bad
9051;38;3870;12204;20711;On Time;5;1;1205;Bad
9052;25;4556;8726;21333;On Time;2;16;4286;Good
9053;68;5311;7591;13662;On Time;4;11;4157;Good
9054;38;4402;5923;18056;On Time;5;4;3191;Good
9055;37;3444;2930;9269;Late;5;5;2606;Bad
9056;25;3823;4389;11391;On Time;3;16;2706;Bad
9057;63;6812;8172;9131;On Time;2;12;4646;Good
9058;48;5367;1984;14771;On Time;3;12;4824;Good
9059;67;5918;3088;10703;On Time;4;4;2448;Good
9060;46;3651;15210;7396;On Time;5;17;1258;Bad
9061;65;569;11120;13069;On Time;3;9;2861;Bad
9062;26;4215;7740;6357;On Time;5;6;4280;Good
9063;32;3700;21357;21635;On Time;2;8;2344;Bad
9064;47;5523;1758;12212;On Time;4;8;1961;Good
9065;43;9928;14878;19926;Late;2;8;4894;Bad
9066;27;6042;9442;12539;On Time;3;8;1541;Good
9067;46;9103;13925;9025;On Time;3;15;4406;Good
9068;33;5853;10544;20877;Late;1;14;3036;Bad
9069;53;4055;638;15443;On Time;2;6;2934;Good
9070;37;5521;10477;24434;On Time;4;10;3439;Good
9071;62;7670;11677;12667;On Time;5;8;2907;Good
9072;54;7744;0;12775;On Time;1;10;2926;Good
9073;39;4136;19720;20023;On Time;4;8;2126;Bad
9074;24;5379;11556;20058;On Time;2;3;2637;Good
9075;40;2856;13359;15767;Late;5;4;3683;Bad
9076;58;6237;4172;31676;On Time;4;11;1804;Good
9077;57;7330;13453;13597;On Time;1;13;3873;Good
9078;46;5059;15447;8652;On Time;5;3;2816;Bad
9079;33;3998;11267;9987;On Time;2;5;1801;Bad
9080;55;5540;9953;13626;Late;5;12;2874;Bad
9081;45;5626;5532;22593;On Time;2;12;3420;Good
9082;65;5121;8918;14068;On Time;3;18;2212;Good
9083;55;5268;7439;22830;On Time;3;12;4410;Good
9084;48;4739;12859;17172;On Time;2;18;3908;Good
9085;31;6493;5750;20416;On Time;4;10;3634;Good
9086;50;6104;12823;16935;On Time;1;7;2753;Good
9087;26;3525;5805;16896;On Time;3;3;3843;Bad
9088;44;3484;8688;18763;On Time;4;5;4153;Bad
9089;41;4618;13080;12166;On Time;5;12;2395;Good
9090;30;6105;6481;12221;Late;3;14;2991;Bad
9091;43;5222;13252;16747;Late;4;13;2838;Bad
9092;46;4035;12764;24705;On Time;1;9;2795;Good
9093;68;5392;8645;7296;On Time;5;10;4402;Good
9094;66;4503;15808;5000;On Time;3;1;4193;Bad
9095;60;6320;10388;13681;On Time;3;6;4027;Good
9096;45;5499;15511;20154;Late;1;6;3599;Bad
9097;45;4527;18967;15256;On Time;2;2;3049;Bad
9098;25;5347;8793;9153;On Time;3;16;2835;Good
9099;40;6972;13224;15395;On Time;2;5;3446;Good
9100;46;4145;6812;6335;On Time;1;14;1437;Good
9101;22;5603;4835;18144;On Time;1;16;3894;Good
9102;59;4894;9022;13454;On Time;4;9;3966;Good
9103;24;5640;3186;14589;On Time;3;11;2079;Good
9104;59;4018;5311;17135;Late;5;16;1651;Bad
9105;53;5165;12957;16028;Late;5;12;3548;Bad
9106;58;6661;7431;12293;On Time;1;15;1468;Good
9107;44;3594;13552;20168;On Time;5;5;3300;Bad
9108;63;3005;11497;18984;On Time;5;17;2231;Bad
9109;19;3062;19255;6128;Late;5;8;1584;Bad
9110;42;3244;12621;13848;On Time;4;1;3727;Bad
9111;26;5892;15571;9598;On Time;4;2;4409;Bad
9112;44;2891;12009;8659;On Time;1;1;2609;Bad
9113;18;4553;11556;17675;On Time;5;9;3836;Good
9114;40;5927;15823;12903;On Time;1;1;2237;Bad
9115;27;5624;13343;14286;On Time;1;3;3894;Good
9116;59;4421;11050;11651;On Time;1;16;2516;Good
9117;69;5286;11028;16850;On Time;4;11;4432;Good
9118;42;5160;12691;18391;On Time;4;7;753;Good
9119;20;4663;6643;25851;Late;3;13;2480;Bad
9120;23;4683;6431;14095;On Time;5;6;2639;Good
9121;23;8353;17127;7757;On Time;2;12;1430;Bad
9122;19;6213;19322;12480;Late;4;6;3711;Bad
9123;35;8720;5355;19235;On Time;2;2;2957;Good
9124;40;4254;6655;11136;On Time;5;1;3778;Good
9125;19;4872;15712;7589;On Time;5;7;2261;Bad
9126;29;3001;12667;11240;On Time;4;19;1901;Bad
9127;39;3785;13382;12333;On Time;2;14;2447;Bad
9128;54;7852;14483;9586;On Time;1;4;1795;Good
9129;37;4216;8796;16087;On Time;1;16;2669;Good
9130;56;7878;11649;14604;Late;4;14;4341;Bad
9131;41;3134;11260;18948;On Time;2;18;3273;Bad
9132;65;3419;5707;12770;On Time;4;7;3664;Bad
9133;37;4488;11575;17790;On Time;1;4;2555;Good
9134;18;4904;16188;12538;On Time;5;1;2062;Bad
9135;18;6384;8329;9351;On Time;4;19;3189;Good
9136;34;5676;10762;12284;Late;1;18;3052;Bad
9137;18;4375;11033;6908;On Time;5;7;4088;Good
9138;69;4800;8576;23941;On Time;4;16;4263;Good
9139;62;4521;13384;15712;On Time;4;17;3953;Good
9140;47;3628;6599;11022;On Time;1;19;5090;Bad
9141;58;3668;16663;13111;On Time;1;1;3062;Bad
9142;64;6541;13131;5000;On Time;5;16;3637;Good
9143;20;2257;5316;22171;On Time;3;7;4221;Bad
9144;63;7426;18490;21682;On Time;5;7;3834;Bad
9145;28;4485;10840;15537;On Time;4;15;4000;Good
9146;41;3841;6385;16597;On Time;4;2;3071;Bad
9147;39;6109;15522;8661;On Time;4;13;2934;Bad
9148;61;7227;12473;9025;On Time;1;2;2702;Good
9149;62;6676;1140;6513;Late;4;17;2804;Bad
9150;43;5752;7371;14194;On Time;4;2;3047;Good
9151;30;6630;11395;20305;On Time;5;15;2331;Good
9152;18;2425;0;13083;On Time;1;14;1883;Bad
9153;41;4217;10425;16738;On Time;5;16;1849;Good
9154;27;3633;10789;19894;On Time;3;11;4282;Bad
9155;52;6836;4082;6879;On Time;5;12;2575;Good
9156;41;4424;11353;24227;On Time;5;9;3602;Good
9157;45;6268;10037;20786;On Time;3;7;2852;Good
9158;53;5803;4043;17569;On Time;5;11;4326;Good
9159;33;3706;14597;19620;On Time;4;19;1745;Bad
9160;57;4119;14189;19855;On Time;4;4;2823;Good
9161;33;6940;8551;16463;On Time;2;5;2483;Good
9162;34;3836;9007;22141;On Time;1;2;2992;Bad
9163;68;5187;13631;12736;On Time;4;16;3911;Good
9164;32;3826;8996;17309;On Time;1;9;2898;Bad
9165;33;4529;345;21608;On Time;5;15;2398;Good
9166;32;4930;12434;5000;On Time;2;14;2997;Good
9167;51;3825;5933;17189;On Time;4;16;2683;Bad
9168;28;3559;8050;18623;Late;5;6;3464;Bad
9169;18;5429;17289;6457;On Time;2;1;448;Bad
9170;32;3732;9330;16409;On Time;5;18;2652;Bad
9171;43;3784;10008;11031;On Time;1;15;3056;Bad
9172;68;3591;12548;16984;On Time;5;12;3785;Bad
9173;21;4883;12526;14525;On Time;5;8;3899;Good
9174;60;6415;5404;10268;On Time;5;9;2326;Good
9175;22;7259;9698;20548;On Time;2;1;2578;Good
9176;52;3911;10180;12908;On Time;5;16;1315;Bad
9177;30;8225;11360;16349;On Time;2;14;3113;Good
9178;27;3492;11446;21570;Late;2;12;5488;Bad
9179;28;6625;22937;10416;On Time;3;15;3190;Bad
9180;35;3917;4120;15040;On Time;5;8;2308;Bad
9181;51;3693;14900;12523;On Time;4;4;3171;Bad
9182;56;3882;15916;13639;On Time;2;5;952;Bad
9183;58;4921;12463;25780;On Time;5;14;3752;Good
9184;59;5869;6748;17283;On Time;4;7;4313;Good
9185;67;6004;18323;16567;On Time;1;15;2788;Bad
9186;40;3584;0;17620;On Time;4;19;2168;Bad
9187;24;3515;6583;17151;On Time;2;14;2565;Bad
9188;56;3625;15858;5870;On Time;2;7;2625;Bad
9189;20;4832;8149;26483;On Time;2;6;3511;Good
9190;29;4684;17982;7678;Late;3;2;3266;Bad
9191;24;3574;2440;23662;On Time;4;9;2907;Bad
9192;66;5404;4439;18090;On Time;5;18;3001;Good
9193;43;8393;7341;15903;On Time;5;15;2349;Good
9194;50;4242;12086;13472;On Time;2;15;3611;Good
9195;54;4349;8889;28025;Late;4;10;3013;Bad
9196;65;5839;7548;18022;On Time;1;3;1437;Good
9197;32;4161;17101;15088;On Time;4;4;3732;Bad
9198;19;6003;17567;12323;On Time;5;2;2703;Bad
9199;58;3922;7928;11724;On Time;2;7;2590;Bad
9200;24;7748;1451;15253;On Time;4;1;4817;Good
9201;49;5517;0;10346;On Time;3;12;3417;Good
9202;21;4069;11196;18398;On Time;2;5;3668;Good
9203;37;4116;13279;11771;On Time;3;16;2409;Good
